,Country/Currency,currency,value,date
30906,Algeria Dinar,DZD,149.43003,10/07/2022
30907,Angola Kwanza,AOA,438.964319,10/07/2022
30908,Argentina Peso,ARS,128.264485,10/07/2022
30909,Armenia Dram,AMD,413.086021,10/07/2022
30910,Aruba Florin,AWG,1.828367,10/07/2022
30911,Azerbaijan New Manat,AZN,1.735645,10/07/2022
30912,Bahamas Dollar,BSD,1.013988,10/07/2022
30913,Bahrain Dinar,BHD,0.384033,10/07/2022
30914,Bangladesh Taka,BDT,94.738261,10/07/2022
30915,Barbados Dollar,BBD,2.047279,10/07/2022
30916,Belarus Ruble,BYR,19964.340869,10/07/2022
30917,Belize Dollar,BZD,2.043778,10/07/2022
30918,Bermuda Dollar,BMD,1.018589,10/07/2022
30919,Bhutan Ngultrum,BTN,80.350706,10/07/2022
30920,Bolivia Boliviano,BOB,6.970908,10/07/2022
30921,Bosnia Mark,BAM,1.956001,10/07/2022
30922,Botswana Pula,BWP,12.851121,10/07/2022
30923,Brazil Real,BRL,5.352767,10/07/2022
30924,Brunei Dollar,BND,1.421424,10/07/2022
30925,Bulgaria Lev,BGN,1.958207,10/07/2022
30926,Burundi Franc,BIF,2087.212003,10/07/2022
30927,CFA Franc BCEAO,XOF,656.014204,10/07/2022
30928,CFA Franc BEAC,XAF,656.014204,10/07/2022
30929,CFP Franc,XPF,115.253696,10/07/2022
30930,Cambodia Riel,KHR,4133.860468,10/07/2022
30931,Canada Dollar,CAD,1.320911,10/07/2022
30932,Cape Verde Escudo,CVE,110.274616,10/07/2022
30933,Cayman Islands Dollar,KYD,0.844874,10/07/2022
30934,Chili Peso,CLP,992.217958,10/07/2022
30935,China Yuan/Renminbi,CNY,6.81966,10/07/2022
30936,Colombia Peso,COP,4456.288584,10/07/2022
30937,Comoros Franc,KMF,473.261871,10/07/2022
30938,Congo Franc,CDF,2039.728105,10/07/2022
30939,Costa Rica Colon,CRC,696.700752,10/07/2022
30940,Croatia Kuna,HRK,7.518245,10/07/2022
30941,Cuba Convertible Peso,CUC,1.018589,10/07/2022
30942,Cuba Peso,CUP,26.992604,10/07/2022
30943,Czech Koruna,CZK,24.641752,10/07/2022
30944,Denmark Krone,DKK,7.440999,10/07/2022
30945,Djibouti Franc,DJF,180.50574,10/07/2022
30946,Dominican Republich Peso,DOP,55.533842,10/07/2022
30947,East Caribbean Dollar,XCD,2.752788,10/07/2022
30948,Egypt Pound,EGP,19.210675,10/07/2022
30949,El Salvador Colon,SVC,8.871774,10/07/2022
30950,Ethiopia Birr,ETB,52.902713,10/07/2022
30951,Falkland Islands Pound,FKP,0.836362,10/07/2022
30952,Fiji Dollar,FJD,2.25148,10/07/2022
30953,Gambia Dalasi,GMD,55.095866,10/07/2022
30954,Georgia Lari,GEL,2.995049,10/07/2022
30955,Ghana New Cedi,GHS,8.162312,10/07/2022
30956,Gibraltar Pound,GIP,0.836362,10/07/2022
30957,Guatemala Quetzal,GTQ,7.858085,10/07/2022
30958,Guinea Franc,GNF,8806.667932,10/07/2022
30959,Guyana Dollar,GYD,212.198503,10/07/2022
30960,Haiti Gourde,HTG,117.491245,10/07/2022
30961,Honduras Lempira,HNL,24.927174,10/07/2022
30962,Hong Kong Dollar,HKD,7.994751,10/07/2022
30963,Hungary Forint,HUF,405.118279,10/07/2022
30964,Iceland Krona,ISK,139.52669,10/07/2022
30965,India Rupee,INR,80.764421,10/07/2022
30966,Indonesia Rupiah,IDR,15255.353825,10/07/2022
30967,Iran Rial,IRR,43137.236879,10/07/2022
30968,Iraq Dinar,IQD,1479.859042,10/07/2022
30969,Israel New Shekel,ILS,3.523508,10/07/2022
30970,Jamaica Dollar,JMD,152.878331,10/07/2022
30971,Jordan Dinar,JOD,0.72222,10/07/2022
30972,Kazakhstan Tenge,KZT,480.361887,10/07/2022
30973,Kenya Shilling,KES,119.798046,10/07/2022
30974,Kuwait Dinar,KWD,0.313186,10/07/2022
30975,Kyrgyzstan Som,KGS,84.181583,10/07/2022
30976,Laos Kip,LAK,15233.028304,10/07/2022
30977,Lebanon Pound,LBP,1533.133688,10/07/2022
30978,Lesotho Loti,LSL,16.134836,10/07/2022
30979,Liberia Dollar,LRD,155.33864,10/07/2022
30980,Libya Dinar,LYD,4.941431,10/07/2022
30981,Macau Pataca,MOP,8.197015,10/07/2022
30982,Macedonia Denar,MKD,61.620373,10/07/2022
30983,Malagasy Ariary,MGA,4150.091884,10/07/2022
30984,Malawi Kwacha,MWK,1040.752753,10/07/2022
30985,Malaysia Ringgit,MYR,4.509332,10/07/2022
30986,Maldives Rufiyaa,MVR,15.635724,10/07/2022
30987,Mauritania Ouguiya,MRO,363.636033,10/07/2022
30988,Mauritius Rupee,MUR,46.244032,10/07/2022
30989,Mexico Peso,MXN,20.848887,10/07/2022
30990,Moldova Leu,MDL,19.543904,10/07/2022
30991,Mongolia Tugrik,MNT,3182.160701,10/07/2022
30992,Morocco Dirham,MAD,10.3235,10/07/2022
30993,Mozambique New Metical,MZN,65.016909,10/07/2022
30994,Myanmar Kyat,MMK,1877.325501,10/07/2022
30995,NL Antilles Guilder,ANG,1.827359,10/07/2022
30996,Namibia Dollar,NAD,16.134831,10/07/2022
30997,Nepal Rupee,NPR,128.56121,10/07/2022
30998,New Zealand Dollar,NZD,1.644344,10/07/2022
30999,Nicaragua Cordoba Oro,NIO,36.35517,10/07/2022
31000,Nigeria Naira,NGN,423.050879,10/07/2022
31001,North Korea Won,KPW,916.729779,10/07/2022
31002,Norway Kroner,NOK,10.254409,10/07/2022
31003,Oman Rial,OMR,0.392164,10/07/2022
31004,Pakistan Rupee,PKR,210.247233,10/07/2022
31005,Panama Balboa,PAB,1.013888,10/07/2022
31006,Papua New Guinea Kina,PGK,3.618616,10/07/2022
31007,Paraguay Guarani,PYG,6968.907681,10/07/2022
31008,Peru Nuevo Sol,PEN,3.944344,10/07/2022
31009,Philippines Peso,PHP,56.868196,10/07/2022
31010,Poland Zloty,PLN,4.774992,10/07/2022
31011,Qatar Rial,QAR,3.708721,10/07/2022
31012,Romania New Lei,RON,4.942503,10/07/2022
31013,Russia Rouble,RUB,66.208175,10/07/2022
31014,Rwanda Franc,RWF,1045.231143,10/07/2022
31015,Samoa Tala,WST,2.693884,10/07/2022
31016,Sao Tome/Principe Dobra,STD,21082.732048,10/07/2022
31017,Saudi Arabia Riyal,SAR,3.823997,10/07/2022
31018,Serbia Dinar,RSD,117.413238,10/07/2022
31019,Seychelles Rupee,SCR,14.374253,10/07/2022
31020,Sierra Leone Leone,SLL,13414.815102,10/07/2022
31021,Singapore Dollar,SGD,1.425373,10/07/2022
31022,Solomon Islands Dollar,SBD,8.311653,10/07/2022
31023,Somali Shilling,SOS,595.3689,10/07/2022
31024,South Africa Rand,ZAR,17.134039,10/07/2022
31025,South Korea Won,KRW,1318.859009,10/07/2022
31026,Sri Lanka Rupee,LKR,369.584327,10/07/2022
31027,St Helena Pound,SHP,1.403008,10/07/2022
31028,Sudan Pound,SDG,464.989543,10/07/2022
31029,Suriname Dollar,SRD,22.865795,10/07/2022
31030,Swaziland Lilangeni,SZL,17.163597,10/07/2022
31031,Sweden Krona,SEK,10.684625,10/07/2022
31032,Syria Pound,SYP,2559.235344,10/07/2022
31033,Taiwan Dollar,TWD,30.316772,10/07/2022
31034,Tanzania Shilling,TZS,2364.526184,10/07/2022
31035,Thailand Baht,THB,36.518485,10/07/2022
31036,Tonga Pa'anga,TOP,2.397096,10/07/2022
31037,Trinidad/Tobago Dollar,TTD,6.8817,10/07/2022
31038,Tunisia Dinar,TND,3.120451,10/07/2022
31039,Turkish New Lira,TRY,17.594394,10/07/2022
31040,Uganda Shilling,UGX,3810.432266,10/07/2022
31041,Ukraine Hryvnia,UAH,29.955812,10/07/2022
31042,Uruguay Peso,UYU,40.806558,10/07/2022
31043,United Arab Emirates Dirham,AED,3.741383,10/07/2022
31044,Vanuatu Vatu,VUV,118.371055,10/07/2022
31045,Vietnam Dong,VND,23791.68836,10/07/2022
31046,Yemen Rial,YER,254.902223,10/07/2022
31047,Zambia Kwacha,ZMK,9168.525345,10/07/2022
31048,Australia Dollar,AUD,1.485473,11/07/2022
31049,Great Britain Pound,GBP,0.846742,11/07/2022
31050,Euro,EUR,1.0,11/07/2022
31051,Japan Yen,JPY,138.620145,11/07/2022
31052,Switzerland Franc,CHF,0.994872,11/07/2022
31053,USA Dollar,USD,1.018589,11/07/2022
31054,Afghanistan Afghani,AFN,89.21778,11/07/2022
31055,Albania Lek,ALL,118.100298,11/07/2022
31056,Algeria Dinar,DZD,149.43003,11/07/2022
31057,Angola Kwanza,AOA,438.964319,11/07/2022
31058,Argentina Peso,ARS,128.264485,11/07/2022
31059,Armenia Dram,AMD,413.086021,11/07/2022
31060,Aruba Florin,AWG,1.828367,11/07/2022
31061,Azerbaijan New Manat,AZN,1.735645,11/07/2022
31062,Bahamas Dollar,BSD,1.013988,11/07/2022
31063,Bahrain Dinar,BHD,0.384033,11/07/2022
31064,Bangladesh Taka,BDT,94.738261,11/07/2022
31065,Barbados Dollar,BBD,2.047279,11/07/2022
31066,Belarus Ruble,BYR,19964.340869,11/07/2022
31067,Belize Dollar,BZD,2.043778,11/07/2022
31068,Bermuda Dollar,BMD,1.018589,11/07/2022
31069,Bhutan Ngultrum,BTN,80.350706,11/07/2022
31070,Bolivia Boliviano,BOB,6.970908,11/07/2022
31071,Bosnia Mark,BAM,1.956001,11/07/2022
31072,Botswana Pula,BWP,12.851121,11/07/2022
31073,Brazil Real,BRL,5.352767,11/07/2022
31074,Brunei Dollar,BND,1.421424,11/07/2022
31075,Bulgaria Lev,BGN,1.958207,11/07/2022
31076,Burundi Franc,BIF,2087.212003,11/07/2022
31077,CFA Franc BCEAO,XOF,656.014204,11/07/2022
31078,CFA Franc BEAC,XAF,656.014204,11/07/2022
31079,CFP Franc,XPF,115.253696,11/07/2022
31080,Cambodia Riel,KHR,4133.860468,11/07/2022
31081,Canada Dollar,CAD,1.320911,11/07/2022
31082,Cape Verde Escudo,CVE,110.274616,11/07/2022
31083,Cayman Islands Dollar,KYD,0.844874,11/07/2022
31084,Chili Peso,CLP,992.217958,11/07/2022
31085,China Yuan/Renminbi,CNY,6.81966,11/07/2022
31086,Colombia Peso,COP,4456.288584,11/07/2022
31087,Comoros Franc,KMF,473.261871,11/07/2022
31088,Congo Franc,CDF,2039.728105,11/07/2022
31089,Costa Rica Colon,CRC,696.700752,11/07/2022
31090,Croatia Kuna,HRK,7.518245,11/07/2022
31091,Cuba Convertible Peso,CUC,1.018589,11/07/2022
31092,Cuba Peso,CUP,26.992604,11/07/2022
31093,Czech Koruna,CZK,24.641752,11/07/2022
31094,Denmark Krone,DKK,7.440999,11/07/2022
31095,Djibouti Franc,DJF,180.50574,11/07/2022
31096,Dominican Republich Peso,DOP,55.533842,11/07/2022
31097,East Caribbean Dollar,XCD,2.752788,11/07/2022
31098,Egypt Pound,EGP,19.210675,11/07/2022
31099,El Salvador Colon,SVC,8.871774,11/07/2022
31100,Ethiopia Birr,ETB,52.902713,11/07/2022
31101,Falkland Islands Pound,FKP,0.836362,11/07/2022
31102,Fiji Dollar,FJD,2.25148,11/07/2022
31103,Gambia Dalasi,GMD,55.095866,11/07/2022
31104,Georgia Lari,GEL,2.995049,11/07/2022
31105,Ghana New Cedi,GHS,8.162312,11/07/2022
31106,Gibraltar Pound,GIP,0.836362,11/07/2022
31107,Guatemala Quetzal,GTQ,7.858085,11/07/2022
31108,Guinea Franc,GNF,8806.667932,11/07/2022
31109,Guyana Dollar,GYD,212.198503,11/07/2022
31110,Haiti Gourde,HTG,117.491245,11/07/2022
31111,Honduras Lempira,HNL,24.927174,11/07/2022
31112,Hong Kong Dollar,HKD,7.994751,11/07/2022
31113,Hungary Forint,HUF,405.118279,11/07/2022
31114,Iceland Krona,ISK,139.52669,11/07/2022
31115,India Rupee,INR,80.764421,11/07/2022
31116,Indonesia Rupiah,IDR,15255.353825,11/07/2022
31117,Iran Rial,IRR,43137.236879,11/07/2022
31118,Iraq Dinar,IQD,1479.859042,11/07/2022
31119,Israel New Shekel,ILS,3.523508,11/07/2022
31120,Jamaica Dollar,JMD,152.878331,11/07/2022
31121,Jordan Dinar,JOD,0.72222,11/07/2022
31122,Kazakhstan Tenge,KZT,480.361887,11/07/2022
31123,Kenya Shilling,KES,119.798046,11/07/2022
31124,Kuwait Dinar,KWD,0.313186,11/07/2022
31125,Kyrgyzstan Som,KGS,84.181583,11/07/2022
31126,Laos Kip,LAK,15233.028304,11/07/2022
31127,Lebanon Pound,LBP,1533.133688,11/07/2022
31128,Lesotho Loti,LSL,16.134836,11/07/2022
31129,Liberia Dollar,LRD,155.33864,11/07/2022
31130,Libya Dinar,LYD,4.941431,11/07/2022
31131,Macau Pataca,MOP,8.197015,11/07/2022
31132,Macedonia Denar,MKD,61.620373,11/07/2022
31133,Malagasy Ariary,MGA,4150.091884,11/07/2022
31134,Malawi Kwacha,MWK,1040.752753,11/07/2022
31135,Malaysia Ringgit,MYR,4.509332,11/07/2022
31136,Maldives Rufiyaa,MVR,15.635724,11/07/2022
31137,Mauritania Ouguiya,MRO,363.636033,11/07/2022
31138,Mauritius Rupee,MUR,46.244032,11/07/2022
31139,Mexico Peso,MXN,20.848887,11/07/2022
31140,Moldova Leu,MDL,19.543904,11/07/2022
31141,Mongolia Tugrik,MNT,3182.160701,11/07/2022
31142,Morocco Dirham,MAD,10.3235,11/07/2022
31143,Mozambique New Metical,MZN,65.016909,11/07/2022
31144,Myanmar Kyat,MMK,1877.325501,11/07/2022
31145,NL Antilles Guilder,ANG,1.827359,11/07/2022
31146,Namibia Dollar,NAD,16.134831,11/07/2022
31147,Nepal Rupee,NPR,128.56121,11/07/2022
31148,New Zealand Dollar,NZD,1.644344,11/07/2022
31149,Nicaragua Cordoba Oro,NIO,36.35517,11/07/2022
31150,Nigeria Naira,NGN,423.050879,11/07/2022
31151,North Korea Won,KPW,916.729779,11/07/2022
31152,Norway Kroner,NOK,10.254409,11/07/2022
31153,Oman Rial,OMR,0.392164,11/07/2022
31154,Pakistan Rupee,PKR,210.247233,11/07/2022
31155,Panama Balboa,PAB,1.013888,11/07/2022
31156,Papua New Guinea Kina,PGK,3.618616,11/07/2022
31157,Paraguay Guarani,PYG,6968.907681,11/07/2022
31158,Peru Nuevo Sol,PEN,3.944344,11/07/2022
31159,Philippines Peso,PHP,56.868196,11/07/2022
31160,Poland Zloty,PLN,4.774992,11/07/2022
31161,Qatar Rial,QAR,3.708721,11/07/2022
31162,Romania New Lei,RON,4.942503,11/07/2022
31163,Russia Rouble,RUB,66.208175,11/07/2022
31164,Rwanda Franc,RWF,1045.231143,11/07/2022
31165,Samoa Tala,WST,2.693884,11/07/2022
31166,Sao Tome/Principe Dobra,STD,21082.732048,11/07/2022
31167,Saudi Arabia Riyal,SAR,3.823997,11/07/2022
31168,Serbia Dinar,RSD,117.413238,11/07/2022
31169,Seychelles Rupee,SCR,14.374253,11/07/2022
31170,Sierra Leone Leone,SLL,13414.815102,11/07/2022
31171,Singapore Dollar,SGD,1.425373,11/07/2022
31172,Solomon Islands Dollar,SBD,8.311653,11/07/2022
31173,Somali Shilling,SOS,595.3689,11/07/2022
31174,South Africa Rand,ZAR,17.134039,11/07/2022
31175,South Korea Won,KRW,1318.859009,11/07/2022
31176,Sri Lanka Rupee,LKR,369.584327,11/07/2022
31177,St Helena Pound,SHP,1.403008,11/07/2022
31178,Sudan Pound,SDG,464.989543,11/07/2022
31179,Suriname Dollar,SRD,22.865795,11/07/2022
31180,Swaziland Lilangeni,SZL,17.163597,11/07/2022
31181,Sweden Krona,SEK,10.684625,11/07/2022
31182,Syria Pound,SYP,2559.235344,11/07/2022
31183,Taiwan Dollar,TWD,30.316772,11/07/2022
31184,Tanzania Shilling,TZS,2364.526184,11/07/2022
31185,Thailand Baht,THB,36.518485,11/07/2022
31186,Tonga Pa'anga,TOP,2.397096,11/07/2022
31187,Trinidad/Tobago Dollar,TTD,6.8817,11/07/2022
31188,Tunisia Dinar,TND,3.120451,11/07/2022
31189,Turkish New Lira,TRY,17.594394,11/07/2022
31190,Uganda Shilling,UGX,3810.432266,11/07/2022
31191,Ukraine Hryvnia,UAH,29.955812,11/07/2022
31192,Uruguay Peso,UYU,40.806558,11/07/2022
31193,United Arab Emirates Dirham,AED,3.741383,11/07/2022
31194,Vanuatu Vatu,VUV,118.371055,11/07/2022
31195,Vietnam Dong,VND,23791.68836,11/07/2022
31196,Yemen Rial,YER,254.902223,11/07/2022
31197,Zambia Kwacha,ZMK,9168.520824,11/07/2022
31198,Australia Dollar,AUD,1.496513,12/07/2022
31199,Great Britain Pound,GBP,0.848512,12/07/2022
31200,Euro,EUR,1.0,12/07/2022
31201,Japan Yen,JPY,138.55484,12/07/2022
31202,Switzerland Franc,CHF,0.987595,12/07/2022
31203,USA Dollar,USD,1.008141,12/07/2022
31204,Afghanistan Afghani,AFN,88.868417,12/07/2022
31205,Albania Lek,ALL,117.031048,12/07/2022
31206,Algeria Dinar,DZD,148.081616,12/07/2022
31207,Angola Kwanza,AOA,433.158505,12/07/2022
31208,Argentina Peso,ARS,128.41062,12/07/2022
31209,Armenia Dram,AMD,414.3059,12/07/2022
31210,Aruba Florin,AWG,1.812133,12/07/2022
31211,Azerbaijan New Manat,AZN,1.710739,12/07/2022
31212,Bahamas Dollar,BSD,1.009918,12/07/2022
31213,Bahrain Dinar,BHD,0.380063,12/07/2022
31214,Bangladesh Taka,BDT,94.445786,12/07/2022
31215,Barbados Dollar,BBD,2.03921,12/07/2022
31216,Belarus Ruble,BYR,19759.558434,12/07/2022
31217,Belize Dollar,BZD,2.035715,12/07/2022
31218,Bermuda Dollar,BMD,1.008141,12/07/2022
31219,Bhutan Ngultrum,BTN,80.167321,12/07/2022
31220,Bolivia Boliviano,BOB,6.953487,12/07/2022
31221,Bosnia Mark,BAM,1.953177,12/07/2022
31222,Botswana Pula,BWP,12.832943,12/07/2022
31223,Brazil Real,BRL,5.397889,12/07/2022
31224,Brunei Dollar,BND,1.416862,12/07/2022
31225,Bulgaria Lev,BGN,1.959871,12/07/2022
31226,Burundi Franc,BIF,2079.215371,12/07/2022
31227,CFA Franc BCEAO,XOF,655.067283,12/07/2022
31228,CFA Franc BEAC,XAF,655.060794,12/07/2022
31229,CFP Franc,XPF,114.07129,12/07/2022
31230,Cambodia Riel,KHR,4114.570749,12/07/2022
31231,Canada Dollar,CAD,1.309872,12/07/2022
31232,Cape Verde Escudo,CVE,110.11544,12/07/2022
31233,Cayman Islands Dollar,KYD,0.841649,12/07/2022
31234,Chili Peso,CLP,1000.841373,12/07/2022
31235,China Yuan/Renminbi,CNY,6.770473,12/07/2022
31236,Colombia Peso,COP,4547.218792,12/07/2022
31237,Comoros Franc,KMF,468.407408,12/07/2022
31238,Congo Franc,CDF,2018.798204,12/07/2022
31239,Costa Rica Colon,CRC,693.950588,12/07/2022
31240,Croatia Kuna,HRK,7.512653,12/07/2022
31241,Cuba Convertible Peso,CUC,1.008141,12/07/2022
31242,Cuba Peso,CUP,26.71573,12/07/2022
31243,Czech Koruna,CZK,24.607696,12/07/2022
31244,Denmark Krone,DKK,7.43896,12/07/2022
31245,Djibouti Franc,DJF,179.794019,12/07/2022
31246,Dominican Republich Peso,DOP,55.264391,12/07/2022
31247,East Caribbean Dollar,XCD,2.724551,12/07/2022
31248,Egypt Pound,EGP,19.006379,12/07/2022
31249,El Salvador Colon,SVC,8.83691,12/07/2022
31250,Ethiopia Birr,ETB,52.700022,12/07/2022
31251,Fiji Dollar,FJD,2.245833,12/07/2022
31252,Gambia Dalasi,GMD,54.529978,12/07/2022
31253,Georgia Lari,GEL,2.964333,12/07/2022
31254,Ghana New Cedi,GHS,8.170603,12/07/2022
31255,Guatemala Quetzal,GTQ,7.826093,12/07/2022
31256,Guinea Franc,GNF,8773.084338,12/07/2022
31257,Guyana Dollar,GYD,211.410763,12/07/2022
31258,Haiti Gourde,HTG,117.027891,12/07/2022
31259,Honduras Lempira,HNL,24.829031,12/07/2022
31260,Hong Kong Dollar,HKD,7.913552,12/07/2022
31261,Hungary Forint,HUF,411.290918,12/07/2022
31262,Iceland Krona,ISK,139.092908,12/07/2022
31263,India Rupee,INR,80.12506,12/07/2022
31264,Indonesia Rupiah,IDR,15139.249439,12/07/2022
31265,Iran Rial,IRR,42694.760084,12/07/2022
31266,Iraq Dinar,IQD,1474.02335,12/07/2022
31267,Israel New Shekel,ILS,3.512246,12/07/2022
31268,Jamaica Dollar,JMD,152.422467,12/07/2022
31269,Jordan Dinar,JOD,0.714736,12/07/2022
31270,Kazakhstan Tenge,KZT,476.9522,12/07/2022
31271,Kenya Shilling,KES,119.272871,12/07/2022
31272,Kuwait Dinar,KWD,0.310316,12/07/2022
31273,Kyrgyzstan Som,KGS,83.318091,12/07/2022
31274,Laos Kip,LAK,15173.041368,12/07/2022
31275,Lebanon Pound,LBP,1527.210583,12/07/2022
31276,Lesotho Loti,LSL,15.968856,12/07/2022
31277,Liberia Dollar,LRD,153.740098,12/07/2022
31278,Libya Dinar,LYD,4.921966,12/07/2022
31279,Macau Pataca,MOP,8.165628,12/07/2022
31280,Macedonia Denar,MKD,61.546407,12/07/2022
31281,Malagasy Ariary,MGA,4134.493492,12/07/2022
31282,Malawi Kwacha,MWK,1037.333797,12/07/2022
31283,Malaysia Ringgit,MYR,4.463035,12/07/2022
31284,Maldives Rufiyaa,MVR,15.474886,12/07/2022
31285,Mauritania Ouguiya,MRO,359.90607,12/07/2022
31286,Mauritius Rupee,MUR,45.168527,12/07/2022
31287,Mexico Peso,MXN,20.935777,12/07/2022
31288,Moldova Leu,MDL,19.477146,12/07/2022
31289,Morocco Dirham,MAD,10.27824,12/07/2022
31290,Mozambique New Metical,MZN,64.349972,12/07/2022
31291,Myanmar Kyat,MMK,1869.928502,12/07/2022
31292,NL Antilles Guilder,ANG,1.82021,12/07/2022
31293,Namibia Dollar,NAD,15.96907,12/07/2022
31294,Nepal Rupee,NPR,128.267514,12/07/2022
31295,New Zealand Dollar,NZD,1.646576,12/07/2022
31296,Nicaragua Cordoba Oro,NIO,36.211458,12/07/2022
31297,Nigeria Naira,NGN,418.711358,12/07/2022
31298,Norway Kroner,NOK,10.270968,12/07/2022
31299,Oman Rial,OMR,0.388135,12/07/2022
31300,Pakistan Rupee,PKR,209.570381,12/07/2022
31301,Panama Balboa,PAB,1.009918,12/07/2022
31302,Papua New Guinea Kina,PGK,3.604369,12/07/2022
31303,Paraguay Guarani,PYG,6938.407384,12/07/2022
31304,Peru Nuevo Sol,PEN,3.950695,12/07/2022
31305,Philippines Peso,PHP,56.497198,12/07/2022
31306,Poland Zloty,PLN,4.811149,12/07/2022
31307,Qatar Rial,QAR,3.670649,12/07/2022
31308,Romania New Lei,RON,4.942108,12/07/2022
31309,Russia Rouble,RUB,63.199328,12/07/2022
31310,Rwanda Franc,RWF,1036.721634,12/07/2022
31311,Sao Tome/Principe Dobra,STD,20866.477816,12/07/2022
31312,Saudi Arabia Riyal,SAR,3.784078,12/07/2022
31313,Serbia Dinar,RSD,117.355176,12/07/2022
31314,Seychelles Rupee,SCR,12.912187,12/07/2022
31315,Sierra Leone Leone,SLL,13277.213023,12/07/2022
31316,Singapore Dollar,SGD,1.416166,12/07/2022
31317,Solomon Islands Dollar,SBD,8.226397,12/07/2022
31318,Somali Shilling,SOS,589.260079,12/07/2022
31319,South Africa Rand,ZAR,17.193185,12/07/2022
31320,South Korea Won,KRW,1322.166704,12/07/2022
31321,Sri Lanka Rupee,LKR,363.583372,12/07/2022
31322,St Helena Pound,SHP,1.388612,12/07/2022
31323,Sudan Pound,SDG,460.217269,12/07/2022
31324,Suriname Dollar,SRD,22.631245,12/07/2022
31325,Swaziland Lilangeni,SZL,17.166214,12/07/2022
31326,Sweden Krona,SEK,10.6898,12/07/2022
31327,Taiwan Dollar,TWD,30.096524,12/07/2022
31328,Tanzania Shilling,TZS,2353.096257,12/07/2022
31329,Thailand Baht,THB,36.538033,12/07/2022
31330,Tonga Pa'anga,TOP,2.370846,12/07/2022
31331,Trinidad/Tobago Dollar,TTD,6.864109,12/07/2022
31332,Tunisia Dinar,TND,3.088436,12/07/2022
31333,Turkish New Lira,TRY,17.511521,12/07/2022
31334,Uganda Shilling,UGX,3806.492239,12/07/2022
31335,Ukraine Hryvnia,UAH,29.838074,12/07/2022
31336,Uruguay Peso,UYU,40.665365,12/07/2022
31337,United Arab Emirates Dirham,AED,3.703004,12/07/2022
31338,Vietnam Dong,VND,23542.102478,12/07/2022
31339,Yemen Rial,YER,252.287607,12/07/2022
31340,Zambia Kwacha,ZMK,9074.533693,12/07/2022
31341,Australia Dollar,AUD,1.490777,13/07/2022
31342,Great Britain Pound,GBP,0.844043,13/07/2022
31343,Euro,EUR,1.0,13/07/2022
31344,Japan Yen,JPY,137.480787,13/07/2022
31345,Switzerland Franc,CHF,0.985343,13/07/2022
31346,USA Dollar,USD,1.0022,13/07/2022
31347,Afghanistan Afghani,AFN,88.824248,13/07/2022
31348,Albania Lek,ALL,116.975218,13/07/2022
31349,Algeria Dinar,DZD,147.233048,13/07/2022
31350,Angola Kwanza,AOA,430.60593,13/07/2022
31351,Argentina Peso,ARS,127.633869,13/07/2022
31352,Armenia Dram,AMD,415.006276,13/07/2022
31353,Aruba Florin,AWG,1.801454,13/07/2022
31354,Azerbaijan New Manat,AZN,1.69289,13/07/2022
31355,Bahamas Dollar,BSD,1.009447,13/07/2022
31356,Bahrain Dinar,BHD,0.377813,13/07/2022
31357,Bangladesh Taka,BDT,94.402606,13/07/2022
31358,Barbados Dollar,BBD,2.038268,13/07/2022
31359,Belarus Ruble,BYR,19643.116641,13/07/2022
31360,Belize Dollar,BZD,2.034774,13/07/2022
31361,Bermuda Dollar,BMD,1.0022,13/07/2022
31362,Bhutan Ngultrum,BTN,80.131467,13/07/2022
31363,Bolivia Boliviano,BOB,6.950308,13/07/2022
31364,Bosnia Mark,BAM,1.952265,13/07/2022
31365,Botswana Pula,BWP,12.827076,13/07/2022
31366,Brazil Real,BRL,5.390328,13/07/2022
31367,Brunei Dollar,BND,1.416066,13/07/2022
31368,Bulgaria Lev,BGN,1.955401,13/07/2022
31369,Burundi Franc,BIF,2078.047449,13/07/2022
31370,CFA Franc BCEAO,XOF,654.761305,13/07/2022
31371,CFA Franc BEAC,XAF,654.754784,13/07/2022
31372,CFP Franc,XPF,113.398978,13/07/2022
31373,Cambodia Riel,KHR,4112.300494,13/07/2022
31374,Canada Dollar,CAD,1.304979,13/07/2022
31375,Cape Verde Escudo,CVE,110.064006,13/07/2022
31376,Cayman Islands Dollar,KYD,0.84126,13/07/2022
31377,Chili Peso,CLP,995.354899,13/07/2022
31378,China Yuan/Renminbi,CNY,6.747408,13/07/2022
31379,Colombia Peso,COP,4588.952751,13/07/2022
31380,Comoros Franc,KMF,465.647065,13/07/2022
31381,Congo Franc,CDF,2006.903476,13/07/2022
31382,Costa Rica Colon,CRC,693.619502,13/07/2022
31383,Croatia Kuna,HRK,7.514596,13/07/2022
31384,Cuba Convertible Peso,CUC,1.0022,13/07/2022
31385,Cuba Peso,CUP,26.558295,13/07/2022
31386,Czech Koruna,CZK,24.599497,13/07/2022
31387,Denmark Krone,DKK,7.439139,13/07/2022
31388,Djibouti Franc,DJF,179.711819,13/07/2022
31389,Dominican Republich Peso,DOP,55.238025,13/07/2022
31390,East Caribbean Dollar,XCD,2.708495,13/07/2022
31391,Egypt Pound,EGP,18.914922,13/07/2022
31392,El Salvador Colon,SVC,8.832826,13/07/2022
31393,Ethiopia Birr,ETB,52.674357,13/07/2022
31394,Fiji Dollar,FJD,2.252694,13/07/2022
31395,Gambia Dalasi,GMD,54.208993,13/07/2022
31396,Georgia Lari,GEL,2.946433,13/07/2022
